iter_global,activityType,raw_data_samp_time[ms],binLineWr_time[ms],iterTime_binlineIdx[ms],distLuna [cm],strengthLuna[Amp],tempLuna[Cdeg],mpuAngle[deg],mpuTotGyro[rad/sec],mpuTotAcc[m/s^2],mpu_gyroX[rad/sec],mpu_gyroY[rad/sec],mpu_GyroZ[rad/sec],mpu_accX[m/s^2],mpu_accY[m/s^2],mpu_accZ[m/s^2],vl1_dist[cm],vl2_dist[cm],vl3_dist[cm],VLAngle[deg],fusedAngle[deg],spincount,bucket10,digit,currentTopDir,currentHammerDir,currentSystemMode,currentTopMode,currentHammerMode
135,5,36273.164,36276.000,20.000,0,0,0.000,6.297,0.212,9.630,0.057,0.123,0.163,-0.287,-0.551,9.610,12.000,64.000,75.000,-170.593,299.107,0,0,0,0,0,0,0,0
136,5,36293.148,36296.000,20.000,0,0,0.000,6.496,0.215,9.603,0.045,0.113,0.178,-0.283,-0.575,9.582,10.000,63.000,61.000,178.092,296.881,0,0,0,0,0,0,0,0
137,5,36313.168,36316.000,20.000,0,0,0.000,6.713,0.231,9.723,0.017,0.124,0.194,-0.220,-0.438,9.711,10.000,61.000,54.000,172.727,294.610,0,0,0,0,0,0,0,0
138,5,36333.164,36336.000,20.000,0,0,0.000,6.947,0.262,9.730,-0.028,0.152,0.212,-0.163,-0.330,9.723,10.000,61.000,46.000,163.373,292.215,0,0,0,0,0,0,0,0
139,5,36353.164,36356.000,20.000,0,0,0.000,7.209,0.297,9.669,-0.061,0.163,0.241,-0.299,-0.508,9.651,10.000,63.000,51.000,167.532,289.978,0,0,0,0,0,0,0,0
140,5,36373.164,36376.000,20.000,0,0,0.000,7.499,0.316,9.616,-0.080,0.157,0.262,-0.395,-0.567,9.591,11.000,60.000,59.000,178.977,288.042,0,0,0,0,0,0,0,0
141,5,36393.148,36396.000,20.000,0,0,0.000,7.816,0.338,9.639,-0.088,0.143,0.293,-0.419,-0.577,9.613,10.000,61.000,63.000,-178.092,286.231,0,0,0,0,0,0,0,0
142,5,36413.168,36416.000,20.000,0,0,0.000,8.173,0.368,9.638,-0.111,0.131,0.326,-0.488,-0.579,9.608,11.000,57.000,60.000,-176.869,284.518,0,0,0,0,0,0,0,0
143,5,36433.164,36436.000,20.000,0,0,0.000,8.563,0.380,9.481,-0.103,0.102,0.351,-0.618,-0.895,9.419,11.000,59.000,55.000,175.693,282.724,0,0,0,0,0,0,0,0
144,5,36453.164,36456.000,20.000,0,0,0.000,8.980,0.376,9.477,-0.041,0.057,0.369,-0.661,-1.032,9.397,11.000,62.000,54.000,171.615,280.911,0,0,0,0,0,0,0,0
145,5,36473.148,36476.000,20.000,0,0,0.000,9.406,0.371,9.451,0.029,0.021,0.369,-0.637,-1.008,9.376,11.000,63.000,60.000,177.055,279.251,0,0,0,0,0,0,0,0
146,5,36493.164,36496.000,20.000,0,0,0.000,9.827,0.373,9.425,0.094,-0.008,0.361,-0.809,-1.020,9.335,11.000,58.000,56.000,177.844,277.635,0,0,0,0,0,0,0,0
147,5,36513.168,36516.000,20.000,0,0,0.000,10.226,0.378,9.544,0.154,-0.056,0.341,-0.737,-0.891,9.474,9.000,58.000,51.000,172.411,275.922,0,0,0,0,0,0,0,0
148,5,36533.148,36536.000,20.000,0,0,0.000,10.602,0.366,9.620,0.168,-0.050,0.322,-0.460,-0.627,9.589,12.000,60.000,59.000,178.955,274.351,0,0,0,0,0,0,0,0
149,5,36553.164,36556.000,20.000,0,0,0.000,10.961,0.353,9.588,0.170,-0.033,0.308,-0.436,-0.500,9.565,12.000,60.000,50.000,168.613,272.588,0,0,0,0,0,0,0,0
150,5,36573.164,36576.000,20.000,0,0,0.000,11.305,0.338,9.706,0.167,-0.015,0.294,-0.417,-0.450,9.687,11.000,57.000,58.000,-178.933,271.095,0,0,0,0,0,0,0,0
151,5,36593.164,36596.000,20.000,0,0,0.000,11.632,0.309,9.798,0.139,-0.006,0.276,-0.460,-0.311,9.783,9.000,58.000,58.000,-180.000,269.593,0,0,0,0,0,0,0,0
152,5,36613.168,36616.000,20.000,0,0,0.000,11.933,0.262,9.778,0.079,0.009,0.250,-0.486,-0.057,9.766,9.000,57.000,57.000,-180.000,268.097,0,0,0,0,0,0,0,0
153,5,36633.164,36636.000,20.000,0,0,0.000,12.208,0.231,9.761,-0.009,0.018,0.230,-0.508,-0.105,9.747,11.000,59.000,60.000,-178.977,266.624,0,0,0,0,0,0,0,0
154,5,36653.164,36656.000,20.000,0,0,0.000,12.466,0.230,9.666,-0.043,0.014,0.226,-0.536,-0.369,9.644,8.000,59.000,59.000,-180.000,265.145,0,0,0,0,0,0,0,0
155,5,36673.164,36676.000,20.000,0,0,0.000,12.717,0.223,9.663,-0.061,0.014,0.214,-0.579,-0.419,9.637,9.000,59.000,57.000,177.976,263.647,0,0,0,0,0,0,0,0
156,5,36693.164,36696.000,20.000,0,0,0.000,12.943,0.202,9.685,-0.078,0.004,0.186,-0.649,-0.316,9.658,10.000,56.000,55.000,178.910,262.174,0,0,0,0,0,0,0,0
157,5,36713.168,36716.000,20.000,0,0,0.000,13.089,0.193,9.820,-0.126,0.002,0.146,-0.539,-0.165,9.804,10.000,58.000,61.000,-176.995,260.734,0,0,0,0,0,0,0,0
158,5,36733.164,36736.000,20.000,0,0,0.000,13.089,0.214,9.780,-0.181,0.016,0.113,-0.438,-0.213,9.768,10.000,57.000,57.000,-180.000,259.119,0,0,0,0,0,0,0,0
159,5,36753.164,36756.000,20.000,0,0,0.000,13.089,0.248,9.744,-0.221,0.045,0.103,-0.376,-0.421,9.728,8.000,60.000,63.000,-177.220,257.592,0,0,0,0,0,0,0,0
160,5,36773.164,36776.000,20.000,0,0,0.000,13.089,0.278,9.894,-0.248,0.071,0.103,-0.900,-0.551,9.838,8.000,57.000,53.000,175.785,255.956,0,0,0,0,0,0,0,0
161,5,36793.164,36796.000,20.000,0,0,0.000,13.089,0.261,9.605,-0.232,0.059,0.103,-0.766,-0.800,9.541,11.000,57.000,58.000,-178.933,254.458,0,0,0,0,0,0,0,0
162,5,36813.148,36816.000,20.000,0,0,0.000,13.089,0.221,9.620,-0.198,0.007,0.099,-0.958,-0.862,9.534,9.000,58.000,59.000,-178.998,252.989,0,0,0,0,0,0,0,0
163,5,36833.152,36836.000,20.000,0,0,0.000,13.089,0.189,9.473,-0.162,-0.064,0.075,-1.001,-0.934,9.373,9.000,59.000,60.000,-179.018,251.549,0,0,0,0,0,0,0,0
164,5,36853.164,36856.000,20.000,0,0,0.000,13.089,0.187,9.529,-0.136,-0.123,0.035,-0.666,-0.857,9.467,9.000,60.000,56.000,175.956,250.037,0,0,0,0,0,0,0,0
165,5,36873.164,36876.000,20.000,0,0,0.000,13.089,0.160,9.399,-0.096,-0.128,-0.011,-0.469,-1.037,9.330,10.000,59.000,60.000,-178.998,248.656,0,0,0,0,0,0,0,0
166,5,36893.164,36896.000,20.000,0,0,0.000,13.089,0.159,9.460,-0.040,-0.143,-0.057,-0.663,-1.046,9.378,10.000,58.000,54.000,175.693,247.197,0,0,0,0,0,0,0,0
167,5,36913.148,36916.000,20.000,0,0,0.000,13.089,0.186,9.543,0.000,-0.161,-0.092,-0.639,-1.001,9.469,8.000,57.000,47.000,168.865,245.630,0,0,0,0,0,0,0,0
168,5,36933.148,36936.000,20.000,0,0,0.000,13.089,0.230,9.741,0.028,-0.185,-0.134,-0.838,-0.929,9.661,9.000,59.000,58.000,178.998,244.298,0,0,0,0,0,0,0,0
169,5,36953.164,36956.000,20.000,0,0,0.000,12.946,0.327,9.449,0.057,-0.265,-0.183,-0.745,-1.006,9.366,10.000,59.000,53.000,173.555,242.743,0,0,0,0,0,0,0,0
170,5,36973.148,36976.000,20.000,0,0,0.000,12.709,0.385,9.625,0.079,-0.298,-0.231,-0.548,-0.814,9.574,10.000,60.000,60.000,180.000,241.256,0,0,0,0,0,0,0,0
171,5,36993.160,36996.000,20.000,0,0,0.000,12.409,0.420,9.559,0.095,-0.294,-0.284,-0.204,-0.845,9.519,11.000,56.000,57.000,-178.910,239.759,0,0,0,0,0,0,0,0
172,5,37013.148,37016.000,20.000,0,0,0.000,12.051,0.437,9.594,0.105,-0.262,-0.334,-0.065,-0.800,9.560,10.000,58.000,62.000,-176.037,238.292,0,0,0,0,0,0,0,0
173,5,37033.172,37036.000,20.000,0,0,0.000,11.635,0.445,9.813,0.123,-0.182,-0.386,0.055,-0.704,9.787,10.000,57.000,80.000,-161.197,237.095,0,0,0,0,0,0,0,0
174,5,37053.164,37056.000,20.000,0,0,0.000,11.166,0.480,9.599,0.127,-0.181,-0.426,0.239,-0.773,9.565,11.000,61.000,120.000,-57.296,236.626,0,0,0,0,0,0,0,0
175,5,37073.160,37076.000,20.000,0,0,0.000,10.656,0.480,9.684,0.114,-0.106,-0.454,0.350,-0.618,9.658,9.000,59.000,120.000,-57.296,236.116,0,0,0,0,0,0,0,0
176,5,37093.160,37096.000,20.000,0,0,0.000,10.125,0.479,9.668,0.104,-0.039,-0.466,0.311,-0.709,9.637,11.000,61.000,120.000,-57.296,235.585,0,0,0,0,0,0,0,0
177,5,37108.137,37115.000,19.000,0,0,0.000,9.731,0.469,9.689,0.102,-0.023,-0.458,0.172,-0.718,9.661,9.000,59.000,38.000,155.278,235.190,0,0,0,0,0,0,0,0
178,5,37133.168,37136.000,21.000,0,0,0.000,9.107,0.427,9.766,0.089,0.017,-0.417,0.213,-0.613,9.744,13.000,61.000,80.000,-164.031,232.231,0,0,0,0,0,0,0,0
179,5,37153.164,37156.000,20.000,0,0,0.000,8.664,0.369,9.662,0.056,0.017,-0.364,0.259,-0.529,9.644,11.000,60.000,120.000,-57.296,231.788,0,0,0,0,0,0,0,0
180,5,37173.160,37176.000,20.000,0,0,0.000,8.289,0.307,9.528,0.051,-0.025,-0.302,-0.005,-0.761,9.498,9.000,63.000,59.000,176.189,230.309,0,0,0,0,0,0,0,0
181,5,37193.164,37196.000,20.000,0,0,0.000,7.983,0.262,9.577,0.075,-0.050,-0.246,0.218,-0.747,9.546,11.000,63.000,120.000,-57.296,230.002,0,0,0,0,0,0,0,0
182,5,37213.148,37216.000,20.000,0,0,0.000,7.748,0.196,9.629,0.068,-0.042,-0.179,0.290,-0.678,9.601,8.000,62.000,120.000,-57.296,229.767,0,0,0,0,0,0,0,0
183,5,37233.168,37236.000,20.000,0,0,0.000,7.657,0.124,9.637,0.053,-0.007,-0.112,0.476,-0.658,9.603,12.000,63.000,32.000,142.902,227.940,0,0,0,0,0,0,0,0
184,5,37253.164,37256.000,20.000,0,0,0.000,7.657,0.068,9.562,0.048,0.028,-0.038,0.242,-0.757,9.529,11.000,62.000,80.000,-165.436,227.273,0,0,0,0,0,0,0,0
185,5,37273.164,37276.000,20.000,0,0,0.000,7.657,0.065,9.575,0.055,0.015,0.030,0.165,-0.759,9.543,12.000,62.000,120.000,-57.296,227.273,0,0,0,0,0,0,0,0
186,5,37293.160,37296.000,20.000,0,0,0.000,7.657,0.129,9.548,0.093,0.002,0.090,0.237,-0.792,9.512,10.000,65.000,120.000,-57.296,227.273,0,0,0,0,0,0,0,0
187,5,37313.160,37316.000,20.000,0,0,0.000,7.657,0.155,9.646,0.098,0.009,0.120,0.239,-0.599,9.625,13.000,63.000,120.000,-57.296,227.273,0,0,0,0,0,0,0,0
188,5,37333.168,37336.000,20.000,0,0,0.000,7.657,0.175,9.772,0.089,0.042,0.144,0.424,-0.472,9.752,12.000,60.000,120.000,-57.296,227.273,0,0,0,0,0,0,0,0
189,5,37353.160,37356.000,20.000,0,0,0.000,7.843,0.204,9.722,0.066,0.088,0.171,0.397,-0.575,9.697,9.000,63.000,37.000,151.225,225.935,0,0,0,0,0,0,0,0
190,5,37373.164,37376.000,20.000,0,0,0.000,8.065,0.247,9.601,0.060,0.119,0.208,0.244,-0.555,9.582,13.000,64.000,120.000,-57.296,226.156,0,0,0,0,0,0,0,0
191,5,37393.160,37396.000,20.000,0,0,0.000,8.325,0.286,9.616,0.069,0.132,0.244,0.208,-0.625,9.594,9.000,61.000,120.000,-57.296,226.417,0,0,0,0,0,0,0,0
192,5,37408.137,37413.000,17.000,0,0,0.000,8.549,0.308,9.589,0.078,0.125,0.270,0.129,-0.596,9.570,9.000,61.000,120.000,-57.296,226.640,0,0,0,0,0,0,0,0
193,5,37428.137,37433.000,20.000,0,0,0.000,8.887,0.335,9.576,0.085,0.107,0.306,-0.055,-0.591,9.558,12.000,58.000,120.000,-57.296,226.978,0,0,0,0,0,0,0,0
194,5,37448.137,37455.000,22.000,0,0,0.000,9.266,0.363,9.534,0.093,0.070,0.344,-0.151,-0.584,9.515,11.000,60.000,120.000,-57.296,225.869,0,0,0,0,0,0,0,0
195,5,37473.148,37476.000,21.000,0,0,0.000,9.775,0.376,9.596,0.112,0.025,0.358,-0.151,-0.462,9.584,10.000,60.000,120.000,-57.296,226.379,0,0,0,0,0,0,0,0
196,5,37493.148,37496.000,20.000,0,0,0.000,10.179,0.360,9.665,0.100,0.001,0.346,-0.132,-0.323,9.658,8.000,60.000,120.000,-57.296,226.783,0,0,0,0,0,0,0,0
197,5,37513.160,37516.000,20.000,0,0,0.000,10.550,0.312,9.810,0.056,-0.008,0.307,-0.120,-0.113,9.809,13.000,60.000,120.000,-57.296,227.154,0,0,0,0,0,0,0,0
198,5,37533.168,37536.000,20.000,0,0,0.000,10.875,0.264,9.780,-0.006,-0.012,0.264,-0.180,-0.115,9.778,11.000,60.000,120.000,-57.296,227.478,0,0,0,0,0,0,0,0
199,5,37553.152,37556.000,20.000,0,0,0.000,11.139,0.212,9.715,-0.040,-0.017,0.208,-0.206,-0.285,9.708,10.000,61.000,52.000,170.485,226.597,0,0,0,0,0,0,0,0
200,5,37573.148,37576.000,20.000,0,0,0.000,11.341,0.168,9.688,-0.068,-0.029,0.151,-0.182,-0.271,9.682,10.000,59.000,120.000,-57.296,226.799,0,0,0,0,0,0,0,0
201,5,37593.160,37596.000,20.000,0,0,0.000,11.341,0.124,9.670,-0.086,-0.026,0.085,-0.084,-0.350,9.663,12.000,61.000,49.000,166.413,225.591,0,0,0,0,0,0,0,0
202,5,37613.164,37616.000,20.000,0,0,0.000,11.341,0.092,9.607,-0.085,-0.015,0.030,-0.086,-0.457,9.596,10.000,61.000,120.000,-57.296,225.591,0,0,0,0,0,0,0,0
203,5,37633.148,37636.000,20.000,0,0,0.000,11.341,0.085,9.642,-0.079,0.006,-0.031,-0.012,-0.484,9.629,9.000,60.000,120.000,-57.296,225.591,0,0,0,0,0,0,0,0
204,5,37653.160,37656.000,20.000,0,0,0.000,11.341,0.115,9.522,-0.070,0.049,-0.077,0.041,-0.599,9.503,10.000,59.000,120.000,-57.296,225.591,0,0,0,0,0,0,0,0
205,5,37673.160,37676.000,20.000,0,0,0.000,11.341,0.120,9.480,-0.041,0.055,-0.098,-0.026,-0.692,9.455,12.000,59.000,120.000,-57.296,225.591,0,0,0,0,0,0,0,0
206,5,37693.160,37696.000,20.000,0,0,0.000,11.341,0.102,9.533,-0.005,0.030,-0.098,-0.132,-0.713,9.505,9.000,61.000,59.000,178.055,224.641,0,0,0,0,0,0,0,0
207,5,37713.148,37716.000,20.000,0,0,0.000,11.341,0.098,9.568,0.030,-0.000,-0.094,-0.117,-0.713,9.541,11.000,59.000,120.000,-57.296,224.641,0,0,0,0,0,0,0,0
208,5,37733.152,37736.000,20.000,0,0,0.000,11.341,0.107,9.536,0.049,-0.025,-0.091,-0.194,-0.644,9.512,10.000,61.000,44.000,160.893,223.366,0,0,0,0,0,0,0,0
209,5,37753.160,37756.000,20.000,0,0,0.000,11.341,0.115,9.689,0.055,-0.048,-0.088,-0.005,-0.426,9.680,11.000,61.000,120.000,-57.296,223.366,0,0,0,0,0,0,0,0
210,5,37773.160,37776.000,20.000,0,0,0.000,11.341,0.108,9.678,0.030,-0.056,-0.088,-0.022,-0.491,9.665,11.000,62.000,120.000,-57.296,223.366,0,0,0,0,0,0,0,0
211,5,37793.160,37796.000,20.000,0,0,0.000,11.341,0.096,9.622,0.022,-0.044,-0.083,0.175,-0.498,9.608,10.000,61.000,120.000,-57.296,223.366,0,0,0,0,0,0,0,0
212,5,37813.160,37816.000,20.000,0,0,0.000,11.341,0.073,9.667,0.016,-0.027,-0.066,0.211,-0.476,9.653,10.000,59.000,120.000,-57.296,223.366,0,0,0,0,0,0,0,0
213,5,37833.148,37836.000,20.000,0,0,0.000,11.341,0.047,9.656,0.010,-0.007,-0.046,0.180,-0.546,9.639,12.000,61.000,120.000,-57.296,223.366,0,0,0,0,0,0,0,0
214,5,37853.164,37856.000,20.000,0,0,0.000,11.341,0.037,9.596,0.027,-0.003,-0.025,0.141,-0.634,9.574,10.000,60.000,120.000,-57.296,223.366,0,0,0,0,0,0,0,0
215,5,37873.160,37876.000,20.000,0,0,0.000,11.341,0.045,9.552,0.045,-0.001,0.001,0.184,-0.601,9.531,10.000,60.000,120.000,-57.296,223.366,0,0,0,0,0,0,0,0
216,5,37888.137,37893.000,17.000,0,0,0.000,11.341,0.055,9.597,0.051,-0.010,0.019,0.134,-0.570,9.579,10.000,60.000,120.000,-57.296,223.366,0,0,0,0,0,0,0,0
217,5,37913.148,37916.000,23.000,0,0,0.000,11.341,0.079,9.606,0.063,-0.003,0.048,0.184,-0.539,9.589,8.000,61.000,120.000,-57.296,223.366,0,0,0,0,0,0,0,0
218,5,37933.168,37936.000,20.000,0,0,0.000,11.341,0.090,9.616,0.068,0.007,0.059,0.132,-0.479,9.603,11.000,62.000,73.000,-170.430,222.690,0,0,0,0,0,0,0,0
219,5,37953.168,37956.000,20.000,0,0,0.000,11.341,0.079,9.694,0.048,0.012,0.062,0.168,-0.330,9.687,10.000,63.000,120.000,-57.296,222.690,0,0,0,0,0,0,0,0
220,5,37973.148,37976.000,20.000,0,0,0.000,11.341,0.067,9.717,0.016,0.026,0.060,0.153,-0.225,9.713,10.000,60.000,96.000,-155.369,222.329,0,0,0,0,0,0,0,0
221,5,37993.164,37996.000,20.000,0,0,0.000,11.341,0.067,9.674,-0.018,0.034,0.054,0.098,-0.335,9.668,10.000,61.000,120.000,-57.296,222.329,0,0,0,0,0,0,0,0
222,5,38013.168,38016.000,20.000,0,0,0.000,11.341,0.081,9.705,-0.046,0.041,0.053,0.098,-0.328,9.699,10.000,60.000,120.000,-57.296,222.329,0,0,0,0,0,0,0,0
223,5,38033.148,38036.000,20.000,0,0,0.000,11.341,0.090,9.654,-0.063,0.043,0.047,0.089,-0.476,9.641,9.000,62.000,120.000,-57.296,222.329,0,0,0,0,0,0,0,0
224,5,38053.168,38056.000,20.000,0,0,0.000,11.341,0.096,9.626,-0.065,0.045,0.053,0.098,-0.539,9.610,11.000,62.000,120.000,-57.296,222.329,0,0,0,0,0,0,0,0
225,5,38073.160,38076.000,20.000,0,0,0.000,11.341,0.098,9.524,-0.050,0.050,0.068,0.084,-0.702,9.498,11.000,61.000,120.000,-57.296,222.329,0,0,0,0,0,0,0,0
226,5,38093.160,38096.000,20.000,0,0,0.000,11.341,0.097,9.503,-0.022,0.035,0.087,0.031,-0.675,9.479,10.000,59.000,120.000,-57.296,222.329,0,0,0,0,0,0,0,0
227,5,38113.160,38116.000,20.000,0,0,0.000,11.341,0.114,9.422,0.012,0.006,0.113,-0.055,-0.709,9.395,10.000,60.000,120.000,-57.296,222.329,0,0,0,0,0,0,0,0
228,5,38133.152,38136.000,20.000,0,0,0.000,11.341,0.139,9.450,0.038,-0.031,0.130,-0.096,-0.673,9.426,10.000,61.000,120.000,-57.296,222.329,0,0,0,0,0,0,0,0
229,5,38153.168,38156.000,20.000,0,0,0.000,11.341,0.159,9.570,0.072,-0.067,0.125,-0.079,-0.639,9.548,10.000,60.000,17.000,127.428,220.431,0,0,0,0,0,0,0,0
230,5,38173.164,38176.000,20.000,0,0,0.000,11.341,0.154,9.629,0.089,-0.079,0.097,0.007,-0.479,9.618,11.000,60.000,120.000,-57.296,220.431,0,0,0,0,0,0,0,0
231,5,38193.160,38196.000,20.000,0,0,0.000,11.341,0.111,9.615,0.083,-0.058,0.046,0.024,-0.371,9.608,10.000,62.000,120.000,-57.296,220.431,0,0,0,0,0,0,0,0
232,5,38213.152,38216.000,20.000,0,0,0.000,11.341,0.051,9.741,0.044,-0.026,-0.003,0.194,-0.201,9.737,8.000,59.000,73.000,-168.193,219.858,0,0,0,0,0,0,0,0
233,5,38233.164,38236.000,20.000,0,0,0.000,11.341,0.048,9.658,0.005,0.009,-0.047,0.180,-0.316,9.651,11.000,60.000,120.000,-57.296,219.858,0,0,0,0,0,0,0,0
234,5,38253.168,38256.000,20.000,0,0,0.000,11.341,0.073,9.672,-0.009,0.030,-0.066,0.187,-0.378,9.663,11.000,62.000,120.000,-57.296,219.858,0,0,0,0,0,0,0,0
235,5,38273.160,38276.000,20.000,0,0,0.000,11.341,0.094,9.551,-0.012,0.038,-0.085,0.120,-0.474,9.538,8.000,59.000,120.000,-57.296,219.858,0,0,0,0,0,0,0,0
236,5,38293.160,38296.000,20.000,0,0,0.000,11.341,0.085,9.522,-0.003,0.036,-0.077,0.043,-0.575,9.505,10.000,58.000,31.000,145.872,218.378,0,0,0,0,0,0,0,0
237,5,38313.164,38316.000,20.000,0,0,0.000,11.341,0.066,9.563,0.013,0.021,-0.062,0.091,-0.611,9.543,9.000,61.000,120.000,-57.296,218.378,0,0,0,0,0,0,0,0
238,5,38333.160,38336.000,20.000,0,0,0.000,11.341,0.060,9.533,0.022,0.007,-0.055,0.067,-0.515,9.519,10.000,61.000,120.000,-57.296,218.378,0,0,0,0,0,0,0,0
239,5,38353.168,38356.000,20.000,0,0,0.000,11.341,0.049,9.643,0.023,-0.001,-0.042,0.115,-0.443,9.632,9.000,60.000,120.000,-57.296,218.378,0,0,0,0,0,0,0,0
240,5,38373.160,38376.000,20.000,0,0,0.000,11.341,0.035,9.661,0.023,-0.002,-0.026,0.117,-0.481,9.649,11.000,62.000,88.000,-160.617,217.998,0,0,0,0,0,0,0,0
241,5,38393.164,38396.000,20.000,0,0,0.000,11.341,0.020,9.699,0.018,-0.005,-0.007,0.089,-0.414,9.689,11.000,64.000,84.000,-164.628,217.546,0,0,0,0,0,0,0,0
242,5,38413.164,38416.000,20.000,0,0,0.000,11.341,0.022,9.647,-0.002,-0.021,0.006,0.086,-0.445,9.637,8.000,60.000,120.000,-57.296,217.546,0,0,0,0,0,0,0,0
243,5,38433.160,38436.000,20.000,0,0,0.000,11.341,0.036,9.639,-0.013,-0.028,0.019,0.089,-0.426,9.629,10.000,60.000,120.000,-57.296,217.546,0,0,0,0,0,0,0,0
244,5,38453.168,38456.000,20.000,0,0,0.000,11.341,0.048,9.578,-0.019,-0.038,0.024,0.175,-0.429,9.567,12.000,59.000,119.000,-145.988,217.475,0,0,0,0,0,0,0,0
245,5,38473.148,38476.000,20.000,0,0,0.000,11.341,0.042,9.581,-0.010,-0.028,0.030,0.247,-0.589,9.560,10.000,62.000,120.000,-57.296,217.475,0,0,0,0,0,0,0,0
246,5,38493.160,38496.000,20.000,0,0,0.000,11.341,0.039,9.759,-0.014,0.007,0.035,0.402,-0.421,9.742,11.000,60.000,120.000,-57.296,217.475,0,0,0,0,0,0,0,0
247,5,38513.160,38516.000,20.000,0,0,0.000,11.341,0.051,9.594,-0.001,0.023,0.046,0.244,-0.601,9.572,11.000,59.000,120.000,-57.296,217.475,0,0,0,0,0,0,0,0
248,5,38533.152,38536.000,20.000,0,0,0.000,11.341,0.069,9.547,0.023,0.032,0.057,0.227,-0.618,9.524,12.000,62.000,120.000,-57.296,217.475,0,0,0,0,0,0,0,0
249,5,38553.152,38556.000,20.000,0,0,0.000,11.341,0.086,9.537,0.036,0.030,0.072,0.156,-0.601,9.517,12.000,60.000,120.000,-57.296,217.475,0,0,0,0,0,0,0,0
250,5,38573.168,38576.000,20.000,0,0,0.000,11.341,0.096,9.564,0.051,0.021,0.079,0.136,-0.532,9.548,10.000,61.000,120.000,-57.296,217.475,0,0,0,0,0,0,0,0
251,5,38593.160,38596.000,20.000,0,0,0.000,11.341,0.086,9.628,0.049,0.019,0.068,0.077,-0.443,9.618,10.000,64.000,120.000,-57.296,217.475,0,0,0,0,0,0,0,0
252,5,38613.160,38616.000,20.000,0,0,0.000,11.341,0.076,9.764,0.040,0.037,0.052,0.335,-0.280,9.754,12.000,60.000,120.000,-57.296,217.475,0,0,0,0,0,0,0,0
253,5,38633.160,38636.000,20.000,0,0,0.000,11.341,0.092,9.685,0.007,0.083,0.039,0.302,-0.335,9.675,13.000,61.000,120.000,-57.296,217.475,0,0,0,0,0,0,0,0
254,5,38653.148,38656.000,20.000,0,0,0.000,11.341,0.105,9.617,-0.005,0.100,0.032,0.177,-0.443,9.606,10.000,61.000,120.000,-57.296,217.475,0,0,0,0,0,0,0,0
255,5,38673.168,38676.000,20.000,0,0,0.000,11.341,0.104,9.657,-0.011,0.092,0.046,0.115,-0.433,9.646,10.000,63.000,120.000,-57.296,217.475,0,0,0,0,0,0,0,0
256,5,38729.965,38731.000,55.000,0,0,0.000,11.341,0.117,9.603,-0.011,0.056,0.102,-0.031,-0.515,9.589,11.000,61.000,120.000,-57.296,216.830,0,0,0,0,0,0,0,0
257,5,38729.965,38731.000,0.000,0,0,0.000,11.341,0.117,9.603,-0.011,0.056,0.102,-0.031,-0.515,9.589,11.000,61.000,120.000,-57.296,216.830,0,0,0,0,0,0,0,0
258,5,38729.965,38743.000,12.000,0,0,0.000,11.341,0.117,9.603,-0.011,0.056,0.102,-0.031,-0.515,9.589,11.000,60.000,27.000,138.673,216.830,0,0,0,0,0,0,0,0
259,5,38745.254,38756.000,13.000,0,0,0.000,11.341,0.123,9.592,-0.004,0.045,0.114,0.014,-0.500,9.579,11.000,60.000,27.000,138.673,215.267,0,0,0,0,0,0,0,0
260,5,38784.793,38786.000,30.000,0,0,0.000,11.341,0.126,9.652,-0.018,0.027,0.121,0.084,-0.441,9.641,9.000,61.000,120.000,-57.296,215.267,0,0,0,0,0,0,0,0
261,5,38803.934,38805.000,19.000,0,0,0.000,11.341,0.129,9.618,-0.029,0.026,0.122,0.041,-0.484,9.606,11.000,61.000,120.000,-57.296,215.267,0,0,0,0,0,0,0,0
262,5,38823.352,38824.000,19.000,0,0,0.000,11.341,0.115,9.613,-0.018,0.022,0.112,0.014,-0.524,9.598,9.000,60.000,120.000,-57.296,215.267,0,0,0,0,0,0,0,0
263,5,38842.441,38843.000,19.000,0,0,0.000,11.341,0.103,9.537,-0.018,0.016,0.100,-0.060,-0.453,9.527,13.000,59.000,120.000,-57.296,215.267,0,0,0,0,0,0,0,0
264,5,38861.961,38863.000,20.000,0,0,0.000,11.341,0.085,9.561,0.001,0.005,0.085,-0.062,-0.575,9.543,10.000,60.000,120.000,-57.296,215.267,0,0,0,0,0,0,0,0
265,5,38881.496,38882.000,19.000,0,0,0.000,11.341,0.063,9.562,0.017,0.006,0.061,0.034,-0.563,9.546,10.000,60.000,58.000,177.976,214.521,0,0,0,0,0,0,0,0
266,5,38901.070,38902.000,20.000,0,0,0.000,11.341,0.051,9.562,0.032,0.004,0.039,0.010,-0.553,9.546,10.000,58.000,120.000,-57.296,214.521,0,0,0,0,0,0,0,0
267,5,38920.488,38921.000,19.000,0,0,0.000,11.341,0.048,9.569,0.044,0.017,0.010,0.060,-0.508,9.555,13.000,61.000,120.000,-57.296,214.521,0,0,0,0,0,0,0,0
268,5,38940.121,38941.000,20.000,0,0,0.000,11.341,0.051,9.614,0.044,0.023,-0.014,-0.029,-0.503,9.601,10.000,61.000,120.000,-57.296,214.521,0,0,0,0,0,0,0,0
269,5,38948.137,38959.000,18.000,0,0,0.000,11.341,0.056,9.618,0.045,0.023,-0.025,-0.031,-0.491,9.606,13.000,60.000,120.000,-57.296,214.521,0,0,0,0,0,0,0,0
